CUI-less	N/A	UO:0000319	radioactivity concentration	radioactivity concentration	biolink:OntologyClass
CUI-less	N/A	UO:0000300	nano	nano	biolink:OntologyClass
CUI-less	N/A	UO:0000301	microgram per liter	microgram per liter	biolink:OntologyClass
CUI-less	N/A	UO:0000190	ratio	ratio	biolink:OntologyClass
CUI-less	N/A	UO:0000070	micromolal	micromolal	biolink:OntologyClass
CUI-less	N/A	UO:0000191	fraction	fraction	biolink:OntologyClass
CUI-less	N/A	UO:0000192	molecule count	molecule count	biolink:OntologyClass
CUI-less	N/A	UO:0000071	nanomolal	nanomolal	biolink:OntologyClass
CUI-less	N/A	UO:0000072	picomolal	picomolal	biolink:OntologyClass
CUI-less	N/A	UO:0000193	purity percentage	purity percentage	biolink:OntologyClass
CUI-less	N/A	UO:0000194	confluence percentage	confluence percentage	biolink:OntologyClass
CUI-less	N/A	UO:0000073	femtomolar	femtomolar	biolink:OntologyClass
CUI-less	N/A	UO:0000074	unit of normality	unit of normality	biolink:OntologyClass
CUI-less	N/A	UO:0000195	degree Fahrenheit	degree Fahrenheit	biolink:OntologyClass
CUI-less	N/A	UO:0000075	normal	normal	biolink:OntologyClass
CUI-less	N/A	UO:0000196	pH	pH	biolink:OntologyClass
CUI-less	N/A	UO:0000076	mole fraction	mole fraction	biolink:OntologyClass
CUI-less	N/A	UO:0000197	liter per kilogram	liter per kilogram	biolink:OntologyClass
CUI-less	N/A	UO:0000198	milliliter per kilogram	milliliter per kilogram	biolink:OntologyClass
CUI-less	N/A	UO:0000077	meter per second per second	meter per second per second	biolink:OntologyClass
CUI-less	N/A	UO:0000199	microliter per kilogram	microliter per kilogram	biolink:OntologyClass
CUI-less	N/A	UO:0000078	radian per second per second	radian per second per second	biolink:OntologyClass
CUI-less	N/A	UO:0000079	radian per second	radian per second	biolink:OntologyClass
CUI-less	N/A	UO:0000080	square meter	square meter	biolink:OntologyClass
CUI-less	N/A	UO:0000081	square centimeter	square centimeter	biolink:OntologyClass
CUI-less	N/A	UO:0000082	square millimeter	square millimeter	biolink:OntologyClass
CUI-less	N/A	UO:0000083	kilogram per cubic meter	kilogram per cubic meter	biolink:OntologyClass
CUI-less	N/A	UO:0000084	gram per cubic centimeter	gram per cubic centimeter	biolink:OntologyClass
CUI-less	N/A	UO:0000085	candela per square meter	candela per square meter	biolink:OntologyClass
CUI-less	N/A	UO:0000086	kilogram per square meter	kilogram per square meter	biolink:OntologyClass
CUI-less	N/A	UO:0000087	kilogram per mole	kilogram per mole	biolink:OntologyClass
CUI-less	N/A	UO:0000088	gram per mole	gram per mole	biolink:OntologyClass
CUI-less	N/A	UO:0000089	cubic meter per mole	cubic meter per mole	biolink:OntologyClass
CUI-less	N/A	UO:0000290	peta	peta	biolink:OntologyClass
CUI-less	N/A	UO:0000170	parts per billion	parts per billion	biolink:OntologyClass
CUI-less	N/A	UO:0000291	tera	tera	biolink:OntologyClass
CUI-less	N/A	UO:0000050	angular acceleration unit	angular acceleration unit	biolink:OntologyClass
CUI-less	N/A	UO:0000171	parts per trillion	parts per trillion	biolink:OntologyClass
CUI-less	N/A	UO:0000292	giga	giga	biolink:OntologyClass
CUI-less	N/A	UO:0000172	parts per quadrillion	parts per quadrillion	biolink:OntologyClass
CUI-less	N/A	UO:0000051	concentration unit	concentration unit	biolink:OntologyClass
